X,Y
1.8065165884271106,0.3510256182805084
-2.7683731858801,3.428021445278271
0.9304048258730766,1.1313806358682483
2.1195531677830677,0.7155767413923274
-0.5411199460367753,4.153708895083728
-2.2084063045004676,0.9644325289506308
-0.8790257509986761,-2.631701096660128
0.5313034902363895,-1.435451424775945
-5.403281423784738,-3.1911789650150046
6.534542998335882,2.094144959792184
-0.5645221865706822,2.9383944693935145
0.3025005146542629,-1.7537602066465972
-0.29020427327729786,1.4925329930608433
-0.7620476999696393,0.5494852810045978
0.39583338625507103,0.5545242975136423
-0.3920500534433641,-1.9526950117998494
-1.0815867036895035,-0.29336699677424244
1.7747762249359826,0.45302323177870174
1.0152210996602327,1.7561706425933283
1.6910453034476007,-3.2512194450454617
-2.084609601488725,-0.3889895746931463
-1.8580352570516772,-2.9594415882400886
1.5397619132708034,-0.4698105993392755
-1.6486909165848498,-1.3551348571866906
1.9373542379204551,1.979870560155188
0.4823855137258423,-0.162764937985035
1.7120108164455043,-1.8317665290922513
-1.5924629702549298,-1.0412719376280881
0.6164559411575573,2.2091666071481693
-0.3376020516426052,-2.837920628645545
-3.3364838410362196,0.2156665704357355
1.3471761175423982,1.319232356099456
-0.4727718297587801,0.04151094345852158
0.20158156474696887,1.488434278496513
-1.3780149005658837,-1.9200641066765507
0.9885790115618183,-0.6151735498983876
0.7912638161677843,1.3353333079913312
0.9071149171433819,-0.4194752158964477
2.5226733602982025,-1.8751431723888343
0.5157687835868631,-1.7802809071716077
1.3963420522096108,0.6971654630174929
-0.8604184210750558,-1.445413953592437
1.158965375925632,0.23193007297005294
-0.46559434376742703,5.454521984968889
-4.165157233080769,3.7495924966931184
-0.039103038346556755,-3.670565509857161
-1.5198330750432953,0.6921183724267086
-0.575676875798679,0.5247658768718121
3.9729327869270086,-1.144656869790123
-0.3586609827979741,-1.4868954928681652
-1.608330941793837,-0.607588053056457
